id,gene,description
cg15599832,OSMR,oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]
cg15604097,IRF2BP1,interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]
cg15604242,RAB3D,RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]
cg15821095,RBM15B,RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]
cg15869475,CAPZA2,capping actin protein of muscle Z-line alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:1490]
cg15903837,P2RY6,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]
cg15921515,RPS26,ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]
cg15975824,MAGI3,membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]
cg16087267,MTMR12,myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]
cg16119522,PPP1R16B,protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]
cg16127594,CNN3,calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]
cg16203863,WDR73,WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]
cg16240137,STK10,serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]
cg16303686,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]
cg16411863,TGFB3,transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]
cg16478236,MAP1B,microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]
cg16525281,KCNK6,potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]
cg16592150,MAP3K7,mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]
cg16637776,TEAD3,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]
cg16739865,TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
cg16842423,GALNTL4,NA
cg16920189,MEF2A,myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]
cg16922557,HIPK1,homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]
cg17081801,CLTC,clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]
cg17090968,SLC38A1,solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]
cg17108629,RAB38,RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]
cg17113158,RBL1,RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]
cg17133967,TFAM,transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]
cg17168830,ZNF195,zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]
cg17288551,ZNF292,zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
cg17411103,HELZ,helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]
cg17427102,RBM27,RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]
cg17470697,ZCCHC24,zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]
cg17494927,LRRC8E,leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]
cg17552046,RRAGD,Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]
cg17606287,HIATL2,NA
cg17765291,GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]
cg17845532,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]
cg17960080,SPAG5,sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]
cg17976829,GLRX3,glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987]
cg17990871,SLC35E2,solute carrier family 35 member E2 [Source:HGNC Symbol;Acc:HGNC:20863]
cg18080303,LAMA4,laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]
cg18094824,CENPE,centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]
cg18097726,HTT,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]
cg18180935,RAB27A,RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]
cg18253917,NAA20,N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]
cg18309752,SUMO1,small ubiquitin-like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
cg18386867,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]
cg18488430,NKD2,naked cuticle homolog 2 [Source:HGNC Symbol;Acc:HGNC:17046]
cg18553976,DDX12,NA
cg18568061,PTRF,NA
cg18602314,GFPT2,glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]
cg18731976,ROCK2,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
cg18743287,RDH13,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
cg18783781,SLC25A33,solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]
cg18829411,HMGN1,high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]
cg18965086,TAF13,TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]
cg19309009,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]
cg19311153,MARVELD3,MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]
cg19416879,COIL,coilin [Source:HGNC Symbol;Acc:HGNC:2184]
cg19498319,TSPAN13,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]
cg19594822,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]
cg19631472,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]
cg19647611,RPL6,ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]
cg19802458,FIS1,fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]
cg19818293,LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
cg19895197,C17orf37,NA
cg19896655,LEO1,LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]
cg20005057,GABARAPL1,GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]
cg20104432,TTC26,tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882]
cg20526800,FAM83C,family with sequence similarity 83 member C [Source:HGNC Symbol;Acc:HGNC:16121]
cg20546263,C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
cg20806180,MGAT3,mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]
cg20915447,CLN8,CLN8, transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079]
cg21022435,NFRKB,nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]
cg21101538,CCDC85C,coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]
cg21139496,DERL1,derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]
cg21223075,BHLHE40,basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
cg21347644,EPC2,enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]
cg21438664,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]
cg21615567,GUK1,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
cg21618929,C19orf61,NA
cg21620778,WIPF1,WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]
cg21656748,SCARB2,scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]
cg21844450,PLCB1,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]
cg21943797,ID2,inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
cg21955402,SMCR7,NA
cg22005832,TNPO1,transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]
cg22040815,RAB11A,RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]
cg22092521,CFD,complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]
cg22126505,SPEG,SPEG complex locus [Source:HGNC Symbol;Acc:HGNC:16901]
cg22159421,CAT,catalase [Source:HGNC Symbol;Acc:HGNC:1516]
cg22284748,LETM2,leucine zipper and EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:14648]
cg22388161,PDIK1L,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]
cg22429852,KPNA2,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
cg22545112,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]
cg22614400,GIGYF1,GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:HGNC:9126]
cg22704057,MTHFD2,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]
cg22838378,STARD5,StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]
cg22931402,TIFA,TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]
cg22957201,TMEM44,transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
cg23003832,ZDHHC12,zinc finger DHHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:19159]
cg23231515,TEAD1,TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]
cg23281712,ADCY3,adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]
cg23448139,ZFP112,NA
cg23531488,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]
cg23552192,UBXN2B,UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035]
cg23693487,PPP2CB,protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]
cg23792364,C19orf6,NA
cg23969338,PCDHB2,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]
cg23978357,ORAOV1,oral cancer overexpressed 1 [Source:HGNC Symbol;Acc:HGNC:17589]
cg23987876,PTPRU,protein tyrosine phosphatase, receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]
cg23995917,PIAS3,protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861]
cg24176037,TBPL1,TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]
cg24176566,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
cg24273394,SHISA5,shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]
cg24296900,TUBA1C,tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]
cg24312985,THAP3,THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]
cg24477401,ARHGAP27,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]
cg24498376,STK39,serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]
cg24678869,DENND4B,DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]
cg24860970,TERF1,telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]
cg24865210,UBLCP1,ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]
cg24913935,BUD13,BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]
cg25055477,NUDT3,nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]
cg25147842,HAUS3,HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]
cg25246158,CSNK1G2,casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]
cg25610492,ISG15,ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:HGNC:4053]
cg25620797,PNPT1,polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]
cg25777640,ELOF1,elongation factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:28691]
cg25877086,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]
cg26082202,C14orf118,NA
cg26108379,MPP5,membrane palmitoylated protein 5 [Source:HGNC Symbol;Acc:HGNC:18669]
cg26111157,TTC28,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
cg26121113,FMNL2,formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]
cg26145926,HMCN1,hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
cg26153578,RCAN1,regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]
cg26239391,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]
cg26489057,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]
cg26585644,DCI,NA
cg26619624,SHFM1,NA
cg26634911,NFXL1,nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]
cg26738904,SHKBP1,SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]
cg27005118,COX10,COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]
cg27059819,PODXL2,podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]
cg27143246,MYNN,myoneurin [Source:HGNC Symbol;Acc:HGNC:14955]
cg27197504,KLHL24,kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]
cg27390207,ZNF428,zinc finger protein 428 [Source:HGNC Symbol;Acc:HGNC:20804]
cg27544759,CDK12,cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]
cg27570636,SMYD2,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]
